usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym,class,acceptedUsageKey,is_alternative,verbatim_name,verbatim_index
2685524,Abies amabilis Douglas ex J.Forbes,Abies amabilis,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies amabilis,6,7707728,194,640,3925,2684876,2685524,FALSE,Pinopsida,NA,FALSE,Abies amabilis,1
2685479,Abies bracteata (D.Don) A.Poit.,Abies bracteata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies bracteata,6,7707728,194,640,3925,2684876,2685479,FALSE,Pinopsida,NA,FALSE,Abies bracteata,2
2685363,Abies lasiocarpa var. lasiocarpa,Abies lasiocarpa lasiocarpa,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies lasiocarpa,6,7707728,194,640,3925,2684876,2685313,FALSE,Pinopsida,NA,FALSE,Abies lasiocarpa lasiocarpa,3
1664806,"Ablautus schlingeri Wilcox, 1966",Ablautus schlingeri,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Diptera,Asilidae,Ablautus,Ablautus schlingeri,1,54,216,811,7275,1664791,1664806,FALSE,Insecta,NA,FALSE,Ablautus schlingeri,4
5384871,Abronia alpina Brandegee,Abronia alpina,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Caryophyllales,Nyctaginaceae,Abronia,Abronia alpina,6,7707728,220,422,6718,3086103,5384871,FALSE,Magnoliopsida,NA,FALSE,Abronia alpina,5
5553514,Abronia umbellata var. breviflora (Standl.) L.A.Galloway,Abronia umbellata breviflora,VARIETY,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Caryophyllales,Nyctaginaceae,Abronia,Abronia umbellata,6,7707728,220,422,6718,3086103,5384870,FALSE,Magnoliopsida,NA,FALSE,Abronia umbellata breviflora,6
5553491,Abronia villosa var. aurita (Abrams) Jeps.,Abronia villosa aurita,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Caryophyllales,Nyctaginaceae,Abronia,Abronia villosa,6,7707728,220,422,6718,3086103,5384880,FALSE,Magnoliopsida,NA,FALSE,Abronia villosa aurita,7
7954241,Abutilon abutiloides (Jacq.) Garcke,Abutilon abutiloides,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Malvales,Malvaceae,Abutilon,Abutilon abutiloides,6,7707728,220,941,6685,3152599,7954241,FALSE,Magnoliopsida,NA,FALSE,Abutilon abutiloides,8
3152612,Abutilon parvulum A.Gray,Abutilon parvulum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Malvales,Malvaceae,Abutilon,Abutilon parvulum,6,7707728,220,941,6685,3152599,3152612,FALSE,Magnoliopsida,NA,FALSE,Abutilon parvulum,9
2927085,Acanthomintha duttonii (Abrams) Jokerst,Acanthomintha duttonii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Lamiales,Lamiaceae,Acanthomintha,Acanthomintha duttonii,6,7707728,220,408,2497,2927081,2927085,FALSE,Magnoliopsida,NA,FALSE,Acanthomintha duttonii,10
2927083,Acanthomintha ilicifolia A.Gray,Acanthomintha ilicifolia,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Lamiales,Lamiaceae,Acanthomintha,Acanthomintha ilicifolia,6,7707728,220,408,2497,2927081,2927083,FALSE,Magnoliopsida,NA,FALSE,Acanthomintha ilicifolia,11
4037578,Acanthoscyphus parishii var. abramsii (E.A.Mc Gregor) Reveal,Acanthoscyphus parishii abramsii,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Acanthoscyphus,Acanthoscyphus parishii,6,7707728,220,422,2416,7726915,6391746,FALSE,Magnoliopsida,NA,FALSE,Acanthoscyphus parishii abramsii,12
4037571,Acanthoscyphus parishii var. cienegensis (Ertter) Reveal,Acanthoscyphus parishii cienegensis,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Acanthoscyphus,Acanthoscyphus parishii,6,7707728,220,422,2416,7726915,6391746,FALSE,Magnoliopsida,NA,FALSE,Acanthoscyphus parishii cienegensis,13
4037560,Acanthoscyphus parishii var. goodmaniana (Ertter) Reveal,Acanthoscyphus parishii goodmaniana,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Acanthoscyphus,Acanthoscyphus parishii,6,7707728,220,422,2416,7726915,6391746,FALSE,Magnoliopsida,NA,FALSE,Acanthoscyphus parishii goodmaniana,14
2480621,"Accipiter cooperii (Bonaparte, 1828)",Accipiter cooperii,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Accipiter,Accipiter cooperii,1,44,212,7191147,2877,9405810,2480621,FALSE,Aves,NA,FALSE,Accipiter cooperii,16
9740253,"Accipiter striatus Vieillot, 1808",Accipiter striatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Accipiter,Accipiter striatus,1,44,212,7191147,2877,9405810,9740253,FALSE,Aves,NA,FALSE,Accipiter striatus,17
2402118,"Acipenser medirostris Ayres, 1854",Acipenser medirostris,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Acipenseriformes,Acipenseridae,Acipenser,Acipenser medirostris,1,44,NA,1103,2947,2340025,2402118,FALSE,NA,NA,FALSE,Acipenser medirostris,18
3086319,Acleisanthes longiflora A.Gray,Acleisanthes longiflora,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Caryophyllales,Nyctaginaceae,Acleisanthes,Acleisanthes longiflora,6,7707728,220,422,6718,3086313,3086319,FALSE,Magnoliopsida,NA,FALSE,Acleisanthes longiflora,19
3700219,Acleisanthes nevadensis (Standl.) B.L.Turner,Acleisanthes nevadensis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Caryophyllales,Nyctaginaceae,Acleisanthes,Acleisanthes nevadensis,6,7707728,220,422,6718,3086313,3700219,FALSE,Magnoliopsida,NA,FALSE,Acleisanthes nevadensis,20
3908188,Acmispon argophyllus var. adsurgens (Dunkle) Brouillet,Acmispon argophyllus adsurgens,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acmispon,Acmispon argophyllus,6,7707728,220,1370,5386,2975784,6372365,FALSE,Magnoliopsida,NA,FALSE,Acmispon argophyllus adsurgens,21
6069316,Acmispon argophyllus var. niveus (Greene) Brouillet,Acmispon argophyllus niveus,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acmispon,Acmispon argophyllus,6,7707728,220,1370,5386,2975784,6372365,FALSE,Magnoliopsida,NA,FALSE,Acmispon argophyllus niveus,22
3908171,Acmispon argyraeus var. multicaulis (Ottley) Brouillet,Acmispon argyraeus multicaulis,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acmispon,Acmispon argyraeus,6,7707728,220,1370,5386,2975784,6372362,FALSE,Magnoliopsida,NA,FALSE,Acmispon argyraeus multicaulis,23
3908166,Acmispon argyraeus var. notitius (Isely) Brouillet,Acmispon argyraeus notitius,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acmispon,Acmispon argyraeus,6,7707728,220,1370,5386,2975784,6372362,FALSE,Magnoliopsida,NA,FALSE,Acmispon argyraeus notitius,24
3908152,Acmispon dendroideus var. traskiae (Eastw. ex Abrams) Brouillet,Acmispon dendroideus traskiae,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acmispon,Acmispon dendroideus,6,7707728,220,1370,5386,2975784,6372357,FALSE,Magnoliopsida,NA,FALSE,Acmispon dendroideus traskiae,25
3908093,Acmispon haydonii (Orcutt) Brouillet,Acmispon haydonii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acmispon,Acmispon haydonii,6,7707728,220,1370,5386,2975784,3908093,FALSE,Magnoliopsida,NA,FALSE,Acmispon haydonii,26
3907982,Acmispon prostratus (Nutt.) Brouillet,Acmispon prostratus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acmispon,Acmispon prostratus,6,7707728,220,1370,5386,2975784,3907982,FALSE,Magnoliopsida,NA,FALSE,Acmispon prostratus,27
2975791,Acmispon rubriflorus (H.Sharsm.) D.D.Sokoloff,Acmispon rubriflorus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acmispon,Acmispon rubriflorus,6,7707728,220,1370,5386,2975784,2975791,FALSE,Magnoliopsida,NA,FALSE,Acmispon rubriflorus,28
2442896,"Actinemys marmorata (Baird & Girard, 1852)",Actinemys marmorata,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,NA,Emydidae,Actinemys,Actinemys marmorata,1,44,11418114,NA,5465,2442814,2442896,FALSE,Testudines,NA,FALSE,Actinemys marmorata,29
9429990,"Actinemys pallida (Seeliger, 1945)",Actinemys pallida,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,NA,Emydidae,Actinemys,Actinemys pallida,1,44,11418114,NA,5465,2442814,9429990,FALSE,Testudines,NA,FALSE,Actinemys pallida,30
1861008,"Adela oplerella Powell, 1969",Adela oplerella,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Lepidoptera,Adelidae,Adela,Adela oplerella,1,54,216,797,4538,1856563,1861008,FALSE,Insecta,NA,FALSE,Adela oplerella,32
5372475,Adolphia californica S.Watson,Adolphia californica,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Rosales,Rhamnaceae,Adolphia,Adolphia californica,6,7707728,220,691,2407,3039543,5372475,FALSE,Magnoliopsida,NA,FALSE,Adolphia californica,33
1072070,"Aegialia concinna Gordon & Cartwright, 1977",Aegialia concinna,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Coleoptera,Scarabaeidae,Aegialia,Aegialia concinna,1,54,216,1470,5840,1072035,1072070,FALSE,Insecta,NA,FALSE,Aegialia concinna,34
1037942,"Agabus rumppi Leech, 1964",Agabus rumppi,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Coleoptera,Dytiscidae,Agabus,Agabus rumppi,1,54,216,1470,7824,1037928,1037942,FALSE,Insecta,NA,FALSE,Agabus rumppi,35
7069987,Agave shawii subsp. shawii,Agave shawii shawii,SUBSPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Asparagales,Asparagaceae,Agave,Agave shawii,6,7707728,196,1169,7683,2766430,2766475,FALSE,Liliopsida,NA,FALSE,Agave shawii shawii,36
11077956,Agave simplex (Gentry) Salywon & W.C.Hodgs.,Agave simplex,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Asparagaceae,Agave,Agave simplex,6,7707728,196,1169,7683,2766430,11077956,FALSE,Liliopsida,NA,FALSE,Agave simplex,37
2766590,Agave utahensis var. eborispina (Hester) Breitung,Agave utahensis eborispina,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Asparagaceae,Agave,Agave utahensis,6,7707728,196,1169,7683,2766430,2766587,FALSE,Liliopsida,NA,FALSE,Agave utahensis eborispina,38
2484445,"Agelaius tricolor (Audubon, 1837)",Agelaius tricolor,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,1,44,212,729,6176,2484444,2484445,FALSE,Aves,NA,FALSE,Agelaius tricolor,39
5400745,Ageratina herbacea (A.Gray) R.M.King & H.Rob.,Ageratina herbacea,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asterales,Asteraceae,Ageratina,Ageratina herbacea,6,7707728,220,414,3065,5400194,5400745,FALSE,Magnoliopsida,NA,FALSE,Ageratina herbacea,40
5400230,Ageratina shastensis (Taylor & Stebbins) R.M.King & H.Rob.,Ageratina shastensis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asterales,Asteraceae,Ageratina,Ageratina shastensis,6,7707728,220,414,3065,5400194,5400230,FALSE,Magnoliopsida,NA,FALSE,Ageratina shastensis,41
1690124,"Aglaothorax longipennis (Rentz & Weissman, 1981)",Aglaothorax longipennis,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Orthoptera,Tettigoniidae,Aglaothorax,Aglaothorax longipennis,1,54,216,1458,3991,1690123,1690124,FALSE,Insecta,NA,FALSE,Aglaothorax longipennis,42
6004085,"Agrilus harenus Nelson, 1994",Agrilus harenus,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Coleoptera,Buprestidae,Agrilus,Agrilus harenus,1,54,216,1470,3789,1049531,6004085,FALSE,Insecta,NA,FALSE,Agrilus harenus,43
2706514,Agrostis blasdalei Hitchc.,Agrostis blasdalei,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Poales,Poaceae,Agrostis,Agrostis blasdalei,6,7707728,196,1369,3073,2706434,2706514,FALSE,Liliopsida,NA,FALSE,Agrostis blasdalei,44
2706468,Agrostis hendersonii Hitchc.,Agrostis hendersonii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Poales,Poaceae,Agrostis,Agrostis hendersonii,6,7707728,196,1369,3073,2706434,2706468,FALSE,Liliopsida,NA,FALSE,Agrostis hendersonii,45
2706464,Agrostis hooveri Swallen,Agrostis hooveri,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Poales,Poaceae,Agrostis,Agrostis hooveri,6,7707728,196,1369,3073,2706434,2706464,FALSE,Liliopsida,NA,FALSE,Agrostis hooveri,46
7974259,Agrostis lacuna-vernalis P.M.Peterson & Soreng,Agrostis lacuna-vernalis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Poales,Poaceae,Agrostis,Agrostis lacuna-vernalis,6,7707728,196,1369,3073,2706434,7974259,FALSE,Liliopsida,NA,FALSE,Agrostis lacuna-vernalis,48
6173745,"Aimophila ruficeps canescens Todd, 1922",Aimophila ruficeps canescens,SUBSPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Passeriformes,Passerellidae,Aimophila,Aimophila ruficeps,1,44,212,729,9410667,2491916,2491961,FALSE,Aves,NA,FALSE,Aimophila ruficeps canescens,49
9518184,Aldama purisimae (Brandegee) E.E.Schill. & Panero,Aldama purisimae,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asterales,Asteraceae,Aldama,Aldama purisimae,6,7707728,220,414,3065,3117990,9518184,FALSE,Magnoliopsida,NA,FALSE,Aldama purisimae,50
4056507,Aliciella ripleyi (Barneby) J.M.Porter,Aliciella ripleyi,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Ericales,Polemoniaceae,Aliciella,Aliciella ripleyi,6,7707728,220,1353,6648,8413577,4056507,FALSE,Magnoliopsida,NA,FALSE,Aliciella ripleyi,51
7130994,Aliciella triodon (Eastw.) Brand,Aliciella triodon,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Ericales,Polemoniaceae,Aliciella,Aliciella triodon,6,7707728,220,1353,6648,8413577,7130994,FALSE,Magnoliopsida,NA,FALSE,Aliciella triodon,52
2865152,Alisma gramineum Lej.,Alisma gramineum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Alismatales,Alismataceae,Alisma,Alisma gramineum,6,7707728,196,551,3720,2865099,2865152,FALSE,Liliopsida,NA,FALSE,Alisma gramineum,53
2856249,Allium abramsii (Ownbey & Aase ex Traub) McNeal,Allium abramsii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium abramsii,6,7707728,196,1169,7682,9624496,2856249,FALSE,Liliopsida,NA,FALSE,Allium abramsii,56
7227628,Allium atrorubens var. atrorubens,Allium atrorubens atrorubens,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium atrorubens,6,7707728,196,1169,7682,9624496,2855926,FALSE,Liliopsida,NA,FALSE,Allium atrorubens atrorubens,57
2857202,Allium geyeri var. tenerum M.E.Jones,Allium geyeri tenerum,VARIETY,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium geyeri,6,7707728,196,1169,7682,9624496,2857196,FALSE,Liliopsida,NA,FALSE,Allium geyeri tenerum,58
2857256,Allium hickmanii Eastw.,Allium hickmanii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium hickmanii,6,7707728,196,1169,7682,9624496,2857256,FALSE,Liliopsida,NA,FALSE,Allium hickmanii,59
2856793,Allium howellii var. clokeyi Ownbey & Aase ex Traub,Allium howellii clokeyi,VARIETY,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium howellii,6,7707728,196,1169,7682,9624496,2856788,FALSE,Liliopsida,NA,FALSE,Allium howellii clokeyi,60
2856790,Allium howellii var. sanbenitense (Traub) Ownbey & Aase,Allium howellii sanbenitense,VARIETY,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium howellii,6,7707728,196,1169,7682,9624496,2856788,FALSE,Liliopsida,NA,FALSE,Allium howellii sanbenitense,61
12258670,Allium incomptum Kierstead & Lindstrand,Allium incomptum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium incomptum,6,7707728,196,1169,7682,9624496,12258670,FALSE,Liliopsida,NA,FALSE,Allium incomptum,62
8649668,Allium jepsonii (Ownbey & Aase ex Traub) S.S.Denison & McNeal,Allium jepsonii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium jepsonii,6,7707728,196,1169,7682,9624496,8649668,FALSE,Liliopsida,NA,FALSE,Allium jepsonii,63
2856654,Allium munzii (Ownbey & Aase ex Traub) McNeal,Allium munzii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium munzii,6,7707728,196,1169,7682,9624496,2856654,FALSE,Liliopsida,NA,FALSE,Allium munzii,65
2856006,Allium nevadense S.Watson,Allium nevadense,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium nevadense,6,7707728,196,1169,7682,9624496,2856006,FALSE,Liliopsida,NA,FALSE,Allium nevadense,66
2856393,Allium peninsulare var. franciscanum McNeal & Ownbey,Allium peninsulare franciscanum,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium peninsulare,6,7707728,196,1169,7682,9624496,2856390,FALSE,Liliopsida,NA,FALSE,Allium peninsulare franciscanum,67
2855768,Allium punctum L.F.Hend.,Allium punctum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium punctum,6,7707728,196,1169,7682,9624496,2855768,FALSE,Liliopsida,NA,FALSE,Allium punctum,68
2856376,Allium sharsmithiae (Ownbey & Aase ex Traub) McNeal,Allium sharsmithiae,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium sharsmithiae,6,7707728,196,1169,7682,9624496,2856376,FALSE,Liliopsida,NA,FALSE,Allium sharsmithiae,69
2856257,Allium shevockii McNeal,Allium shevockii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium shevockii,6,7707728,196,1169,7682,9624496,2856257,FALSE,Liliopsida,NA,FALSE,Allium shevockii,70
2857234,Allium tribracteatum Torr.,Allium tribracteatum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium tribracteatum,6,7707728,196,1169,7682,9624496,2857234,FALSE,Liliopsida,NA,FALSE,Allium tribracteatum,71
8684445,Allium tuolumnense (Ownbey & Aase ex Traub) S.S.Denison & McNeal,Allium tuolumnense,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium tuolumnense,6,7707728,196,1169,7682,9624496,8684445,FALSE,Liliopsida,NA,FALSE,Allium tuolumnense,72
2857454,Allium yosemitense Eastw.,Allium yosemitense,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium yosemitense,6,7707728,196,1169,7682,9624496,2857454,FALSE,Liliopsida,NA,FALSE,Allium yosemitense,73
7754655,Almutaster pauciflorus (Nutt.) Á.Löve & D.Löve,Almutaster pauciflorus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asterales,Asteraceae,Almutaster,Almutaster pauciflorus,6,7707728,220,414,3065,3096833,7754655,FALSE,Magnoliopsida,NA,FALSE,Almutaster pauciflorus,74
3110648,Ambrosia chenopodiifolia (Benth.) W.W.Payne,Ambrosia chenopodiifolia,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asterales,Asteraceae,Ambrosia,Ambrosia chenopodiifolia,6,7707728,220,414,3065,3110576,3110648,FALSE,Magnoliopsida,NA,FALSE,Ambrosia chenopodiifolia,77
3110726,Ambrosia monogyra (Torr. & A.Gray) Strother & B.G.Baldwin,Ambrosia monogyra,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asterales,Asteraceae,Ambrosia,Ambrosia monogyra,6,7707728,220,414,3065,3110576,3110726,FALSE,Magnoliopsida,NA,FALSE,Ambrosia monogyra,78
3110581,Ambrosia pumila (Nutt.) A.Gray,Ambrosia pumila,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asterales,Asteraceae,Ambrosia,Ambrosia pumila,6,7707728,220,414,3065,3110576,3110581,FALSE,Magnoliopsida,NA,FALSE,Ambrosia pumila,79
2020302,"Ambrysus funebris La Rivers, 1949",Ambrysus funebris,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Hemiptera,Naucoridae,Ambrysus,Ambrysus funebris,1,54,216,809,4320,2020285,2020302,FALSE,Insecta,NA,FALSE,Ambrysus funebris,80
2431960,"Ambystoma californiense Gray, 1853",Ambystoma californiense,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Caudata,Ambystomatidae,Ambystoma,Ambystoma californiense,1,44,131,953,3101,2431549,2431960,FALSE,Amphibia,NA,FALSE,Ambystoma californiense,81
2491123,"Ammodramus savannarum (J.F.Gmelin, 1789)",Ammodramus savannarum,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Passeriformes,Passerellidae,Ammodramus,Ammodramus savannarum,1,44,212,729,9410667,2491079,2491123,FALSE,Aves,NA,FALSE,Ammodramus savannarum,84
2293890,"Ammonitella yatesii J.G.Cooper, 1868",Ammonitella yatesii,SPECIES,ACCEPTED,99,EXACT,Animalia,Mollusca,Stylommatophora,Megomphicidae,Ammonitella,Ammonitella yatesii,1,52,225,1456,2626,2293889,2293890,FALSE,Gastropoda,NA,FALSE,Ammonitella yatesii,85
5100873,"Ammopelmatus kelsoensis Tinkham, 1965",Ammopelmatus kelsoensis,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Orthoptera,Stenopelmatidae,Ammopelmatus,Ammopelmatus kelsoensis,1,54,216,1458,8221,7236528,5100873,FALSE,Insecta,NA,FALSE,Ammopelmatus kelsoensis,86
5100874,"Ammopelmatus muwu Rentz & Weissman, 1981",Ammopelmatus muwu,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Orthoptera,Stenopelmatidae,Ammopelmatus,Ammopelmatus muwu,1,54,216,1458,8221,7236528,5100874,FALSE,Insecta,NA,FALSE,Ammopelmatus muwu,87
2437569,"Ammospermophilus nelsoni (Merriam, 1893)",Ammospermophilus nelsoni,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus nelsoni,1,44,359,1459,9456,2437567,2437569,FALSE,Mammalia,NA,FALSE,Ammospermophilus nelsoni,88
5357383,Amorpha californica var. napensis Jeps.,Amorpha californica napensis,VARIETY,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Amorpha,Amorpha californica,6,7707728,220,1370,5386,2965599,8085522,FALSE,Magnoliopsida,NA,FALSE,Amorpha californica napensis,89
2925872,Amsinckia lunaris J.F.Macbr.,Amsinckia lunaris,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Boraginales,Boraginaceae,Amsinckia,Amsinckia lunaris,6,7707728,220,7226464,2498,2925869,2925872,FALSE,Magnoliopsida,NA,FALSE,Amsinckia lunaris,91
2422897,"Anaxyrus californicus (Camp, 1915)",Anaxyrus californicus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Anura,Bufonidae,Anaxyrus,Anaxyrus californicus,1,44,131,952,6727,2422857,2422897,FALSE,Amphibia,NA,FALSE,Anaxyrus californicus,92
2422932,"Anaxyrus canorus (Camp, 1916)",Anaxyrus canorus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Anura,Bufonidae,Anaxyrus,Anaxyrus canorus,1,44,131,952,6727,2422857,2422932,FALSE,Amphibia,NA,FALSE,Anaxyrus canorus,93
2422884,"Anaxyrus exsul (Myers, 1942)",Anaxyrus exsul,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Anura,Bufonidae,Anaxyrus,Anaxyrus exsul,1,44,131,952,6727,2422857,2422884,FALSE,Amphibia,NA,FALSE,Anaxyrus exsul,94
3132593,Ancistrocarphus keilii Morefield,Ancistrocarphus keilii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Asterales,Asteraceae,Ancistrocarphus,Ancistrocarphus keilii,6,7707728,220,414,3065,3132592,3132593,FALSE,Magnoliopsida,NA,FALSE,Ancistrocarphus keilii,95
2296000,"Ancotrema voyanum (Newcomb, 1865)",Ancotrema voyanum,SPECIES,ACCEPTED,99,EXACT,Animalia,Mollusca,Stylommatophora,Haplotrematidae,Ancotrema,Ancotrema voyanum,1,52,225,1456,6541,2295996,2296000,FALSE,Gastropoda,NA,FALSE,Ancotrema voyanum,96
1357974,"Andrena blennospermatis Thorp, 1969",Andrena blennospermatis,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Hymenoptera,Andrenidae,Andrena,Andrena blennospermatis,1,54,216,1457,7901,1345710,1357974,FALSE,Insecta,NA,FALSE,Andrena blennospermatis,97
1358051,"Andrena macswaini Linsley, 1960",Andrena macswaini,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Hymenoptera,Andrenidae,Andrena,Andrena macswaini,1,54,216,1457,7901,1345710,1358051,FALSE,Insecta,NA,FALSE,Andrena macswaini,98
1356962,"Andrena subapasta Thorp, 1969",Andrena subapasta,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Hymenoptera,Andrenidae,Andrena,Andrena subapasta,1,54,216,1457,7901,1345710,1356962,FALSE,Insecta,NA,FALSE,Andrena subapasta,99
3169328,Androsace filiformis Retz.,Androsace filiformis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Ericales,Primulaceae,Androsace,Androsace filiformis,6,7707728,220,1353,6674,3169318,3169328,FALSE,Magnoliopsida,NA,FALSE,Androsace filiformis,100
